#RK1001	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1118777	4156576	89.3171	10.4928	36.7	37
NC_003131.1	1	70305	27082	62022	88.2185	17.0762	36.8	37
NC_003134.1	1	96210	16001	65465	68.0439	7.13279	36.7	37
NC_003132.1	1	9612	6567	7655	79.64	30.6581	36.9	37
#RISE509	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	5975141	4403256	94.6178	47.4579	30.7	37
NC_003131.1	1	70305	170596	65137	92.6492	90.637	30.8	37
NC_003134.1	1	96210	70470	69978	72.7346	27.051	30.7	37
NC_003132.1	1	9612	13365	7685	79.9521	51.727	30.8	37
#VLI092	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	2757802	4388141	94.293	34.4537	37.1	37
NC_003131.1	1	70305	61198	65119	92.6236	52.0233	37.1	37
NC_003134.1	1	96210	38266	69520	72.2586	22.5414	37.1	37
NC_003132.1	1	9612	11339	7725	80.3683	74.6535	37	37
#KNK001	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1210456	4351757	93.5112	12.2357	36.3	37
NC_003131.1	1	70305	33376	64628	91.9252	22.8385	36.4	37
NC_003134.1	1	96210	21600	70110	72.8718	10.4242	36.3	37
NC_003132.1	1	9612	5497	7733	80.4515	28.7999	36.7	37
#GEN72	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1140253	4270689	91.7692	14.5037	40.6	37
NC_003131.1	1	70305	32945	64088	91.1571	28.1951	40.6	37
NC_003134.1	1	96210	24101	69582	72.323	14.5421	40.6	37
NC_003132.1	1	9612	2114	7207	74.9792	13.1011	40.5	37
#GRS004	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1551848	4373572	93.98	16.5913	37.7	37
NC_003131.1	1	70305	33734	64867	92.2651	24.8691	37.8	37
NC_003134.1	1	96210	29795	70002	72.7596	15.1097	37.6	37
NC_003132.1	1	9612	5309	7688	79.9834	30.7006	38	37
#Gyvakarai1	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	524846	4389417	94.3204	5.86964	35.8	37
NC_003131.1	1	70305	15566	65646	93.3732	11.7064	35.9	37
NC_003134.1	1	96210	10158	69939	72.6941	5.45134	35.8	37
NC_003132.1	1	9612	4495	7718	80.2955	24.6261	35.9	37
#VEL003	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	766828	4288249	92.1465	8.07307	35.5	37
NC_003131.1	1	70305	23056	64682	92.002	16.65	35.7	37
NC_003134.1	1	96210	12852	69141	71.8647	6.37341	35.4	37
NC_003132.1	1	9612	2796	7578	78.839	15.25	35.8	37
#I5884	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1328260	4345720	93.3815	12.3593	37.2	37
NC_003131.1	1	70305	38452	64009	91.0447	23.9915	37.2	37
NC_003134.1	1	96210	19596	71196	74.0006	8.70238	37.1	37
NC_003132.1	1	9612	11458	7678	79.8793	52.5277	37.3	37
#KunilaII	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	551940	4307195	92.5536	5.6079	39.3	37
NC_003131.1	1	70305	17455	64404	91.6066	11.9795	39.2	37
NC_003134.1	1	96210	9625	68792	71.5019	4.62635	39.2	37
NC_003132.1	1	9612	4929	7712	80.233	25.4298	39.3	37
#GLZ002	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1488238	4344900	93.3639	14.2218	39.3	37
NC_003131.1	1	70305	41605	64605	91.8925	26.9868	39.3	37
NC_003134.1	1	96210	32299	69585	72.3262	14.6965	39.3	37
NC_003132.1	1	9612	7999	7639	79.4736	40.4538	39.3	37
#GLZ001	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	877054	4293512	92.2596	7.79961	39.5	37
NC_003131.1	1	70305	27564	63507	90.3307	16.5998	39.5	37
NC_003134.1	1	96210	21983	69588	72.3293	9.34733	39.5	37
NC_003132.1	1	9612	7232	7648	79.5672	33.7831	39.4	37
#1343UnTal85	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1655965	4367052	93.8399	15.768	36.6	37
NC_003131.1	1	70305	46673	64764	92.1186	29.991	36.6	37
NC_003134.1	1	96210	29212	70300	73.0693	13.2897	36.5	37
NC_003132.1	1	9612	13951	7704	80.1498	66.311	36.7	37
#HOP001	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	5561595	4337477	93.2044	57.7392	37.4	37
NC_003131.1	1	70305	132463	65000	92.4543	93.6529	37.5	37
NC_003134.1	1	96210	108431	70106	72.8677	53.5652	37.4	37
NC_003132.1	1	9612	22915	7706	80.1706	123.348	37.6	37
#HOP004	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	5354976	4354011	93.5596	60.4922	37.6	37
NC_003131.1	1	70305	129757	65454	93.1001	99.6517	37.6	37
NC_003134.1	1	96210	120991	70190	72.955	64.443	37.5	37
NC_003132.1	1	9612	23927	7736	80.4827	143.061	37.7	37
#C10091	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1053909	4066464	87.3808	9.67592	40.9	37
NC_003131.1	1	70305	33712	63659	90.5469	20.6298	40.9	37
NC_003134.1	1	96210	12665	64640	67.1864	5.57598	40.9	37
NC_003132.1	1	9612	8409	7679	79.8897	37.7504	40.9	37
#C10098	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	759834	3853508	82.8048	8.03849	40.8	37
NC_003131.1	1	70305	25857	64076	91.14	18.7874	40.8	37
NC_003134.1	1	96210	7557	55299	57.4774	3.79474	40.9	37
NC_003132.1	1	9612	7639	7718	80.2955	39.459	40.9	37
#KLZ001	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1244669	4316626	92.7563	13.0743	36.4	37
NC_003131.1	1	70305	33056	64994	92.4458	23.537	36.5	37
NC_003134.1	1	96210	20726	70215	72.981	10.3537	36.3	37
NC_003132.1	1	9612	5451	7692	80.025	29.6079	36.8	37
#CHC004	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	901710	4293935	92.2687	8.88647	37.4	37
NC_003131.1	1	70305	28808	63958	90.9722	19.1635	37.4	37
NC_003134.1	1	96210	18192	69765	72.5133	8.57643	37.3	37
NC_003132.1	1	9612	7896	7701	80.1186	39.8345	37.6	37
#DSH008	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1556020	4301116	92.423	14.3937	35.5	37
NC_003131.1	1	70305	50296	64232	91.3619	31.9749	35.7	37
NC_003134.1	1	96210	33686	70485	73.2616	15.0112	35.4	37
NC_003132.1	1	9612	14039	7703	80.1394	70.0953	35.9	37
#6Post	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	833745	4279040	91.9486	7.82902	36.3	37
NC_003131.1	1	70305	42703	64608	91.8967	27.1505	36.4	37
NC_003134.1	1	96210	17812	69950	72.7055	8.01345	36.3	37
NC_003132.1	1	9612	3785	7659	79.6816	17.4818	36.4	37
#HGC009	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1462962	4330213	93.0483	15.5662	36.7	37
NC_003131.1	1	70305	40585	65047	92.5212	28.7067	36.7	37
NC_003134.1	1	96210	30527	70175	72.9394	15.3735	36.7	37
NC_003132.1	1	9612	5558	7677	79.8689	29.6781	36.9	37
#KLE031	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1337047	4283438	92.0432	14.983	32.1	37
NC_003131.1	1	70305	31514	63814	90.7674	24.3639	32.2	37
NC_003134.1	1	96210	22714	70201	72.9664	12.0228	32.1	37
NC_003132.1	1	9612	4230	7524	78.2772	25.1941	32.3	37
#DSH025	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	940670	4307079	92.5512	8.80209	35.3	37
NC_003131.1	1	70305	27230	64471	91.7019	17.2957	35.5	37
NC_003134.1	1	96210	19299	70083	72.8438	8.78913	35.4	37
NC_003132.1	1	9612	6607	7688	79.9834	30.9592	35.2	37
#ARK017	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	227602	3658069	78.6051	2.26649	35.6	37
NC_003131.1	1	70305	5798	60773	86.4419	3.86455	35.6	37
NC_003134.1	1	96210	5476	67875	70.5488	2.64445	35.6	37
NC_003132.1	1	9612	2067	7641	79.4944	10.3701	35.8	37
#KLE048	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1830227	4314934	92.7199	21.5324	32.4	37
NC_003131.1	1	70305	41515	64556	91.8228	33.9595	32.6	37
NC_003134.1	1	96210	32954	69779	72.5278	18.3969	32.4	37
NC_003132.1	1	9612	5655	7504	78.0691	35.313	32.6	37
#MIB054	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	5101488	4362363	93.7391	54.9441	37.2	37
NC_003131.1	1	70305	130516	65419	93.0503	95.5002	37.3	37
NC_003134.1	1	96210	115168	70879	73.6711	58.9141	37.2	37
NC_003132.1	1	9612	28531	7732	80.4411	164.354	37.4	37
#RISE505	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1136890	4311001	92.6354	10.1903	31.3	37
NC_003131.1	1	70305	37428	64840	92.2267	22.4683	31.4	37
NC_003134.1	1	96210	25554	70185	72.9498	10.9727	31.3	37
NC_003132.1	1	9612	12394	7726	80.3787	54.8443	31.5	37
#OOH003	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1692904	4349537	93.4635	18.3228	35.3	37
NC_003131.1	1	70305	40448	65143	92.6577	30.408	35.5	37
NC_003134.1	1	96210	27228	70109	72.8708	13.863	35.1	37
NC_003132.1	1	9612	6016	7690	80.0042	34.736	35.6	37
#ARS007	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	957911	4174935	89.7116	8.59068	35.9	37
NC_003131.1	1	70305	33005	62234	88.52	20.106	36	37
NC_003134.1	1	96210	21413	68545	71.2452	9.06963	35.8	37
NC_003132.1	1	9612	2486	7522	78.2563	11.5166	36.2	37
#GRH001	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	609922	4162537	89.4452	7.6934	36.4	37
NC_003131.1	1	70305	28774	64672	91.9878	24.9402	36.5	37
NC_003134.1	1	96210	14396	69391	72.1245	8.61556	36.3	37
NC_003132.1	1	9612	6620	7703	80.1394	44.3953	36.8	37
#KZL002	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_003143.1	1	4653728	1717551	4230884	90.9139	18.3754	37.6	37
NC_003131.1	1	70305	51733	64913	92.3306	38.4609	37.8	37
NC_003134.1	1	96210	43235	69535	72.2742	21.7763	37.6	37
NC_003132.1	1	9612	16828	7758	80.7116	110.935	38.3	37
